intersection,camera,date,time,direction,car,motorbike,bus,truck
Jehangir Chowk,j3,2023-01-14,11:50:00,UP,4.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-14,11:55:00,DOWN,4.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,11:55:00,LEFT,44.0,83.0,7.0,12.0
Jehangir Chowk,j3,2023-01-14,11:55:00,RIGHT,5.0,7.0,2.0,0.0
Jehangir Chowk,j3,2023-01-14,11:55:00,UP,5.0,0.0,2.0,2.0
Jehangir Chowk,j3,2023-01-15,08:55:00,DOWN,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,08:55:00,LEFT,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,08:55:00,RIGHT,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,08:55:00,UP,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,09:00:00,DOWN,2.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-15,09:00:00,LEFT,41.0,77.0,9.0,12.0
Jehangir Chowk,j3,2023-01-15,09:00:00,RIGHT,5.0,7.0,5.0,5.0
Jehangir Chowk,j3,2023-01-15,09:00:00,UP,5.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-15,09:05:00,DOWN,4.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,09:05:00,LEFT,49.0,79.0,9.0,8.0
Jehangir Chowk,j3,2023-01-15,09:05:00,RIGHT,6.0,5.0,3.0,2.0
Jehangir Chowk,j3,2023-01-15,09:05:00,UP,12.0,0.0,2.0,0.0
Jehangir Chowk,j3,2023-01-15,09:10:00,DOWN,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,09:10:00,LEFT,46.0,100.0,3.0,18.0
Jehangir Chowk,j3,2023-01-15,09:10:00,RIGHT,8.0,6.0,8.0,1.0
Jehangir Chowk,j3,2023-01-15,09:10:00,UP,12.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-15,09:15:00,DOWN,3.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-15,09:15:00,LEFT,44.0,70.0,8.0,8.0
Jehangir Chowk,j3,2023-01-15,09:15:00,RIGHT,6.0,5.0,6.0,2.0
Jehangir Chowk,j3,2023-01-15,09:15:00,UP,19.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,09:20:00,DOWN,1.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-15,09:20:00,LEFT,48.0,96.0,5.0,20.0
Jehangir Chowk,j3,2023-01-15,09:20:00,RIGHT,7.0,7.0,9.0,5.0
Jehangir Chowk,j3,2023-01-15,09:20:00,UP,14.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-15,09:25:00,DOWN,1.0,1.0,1.0,0.0
Jehangir Chowk,j3,2023-01-15,09:25:00,LEFT,33.0,83.0,7.0,18.0
Jehangir Chowk,j3,2023-01-15,09:25:00,RIGHT,8.0,5.0,4.0,1.0
Jehangir Chowk,j3,2023-01-15,09:25:00,UP,10.0,0.0,1.0,2.0
Jehangir Chowk,j3,2023-01-15,09:30:00,DOWN,3.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-15,09:30:00,LEFT,54.0,81.0,9.0,13.0
Jehangir Chowk,j3,2023-01-15,09:30:00,RIGHT,7.0,7.0,6.0,4.0
Jehangir Chowk,j3,2023-01-15,09:30:00,UP,13.0,0.0,0.0,3.0
Jehangir Chowk,j3,2023-01-15,09:35:00,DOWN,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,09:35:00,LEFT,51.0,91.0,4.0,16.0
Jehangir Chowk,j3,2023-01-15,09:35:00,RIGHT,9.0,5.0,5.0,3.0
Jehangir Chowk,j3,2023-01-15,09:35:00,UP,10.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-15,09:40:00,DOWN,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,09:40:00,LEFT,35.0,81.0,10.0,13.0
Jehangir Chowk,j3,2023-01-15,09:40:00,RIGHT,8.0,6.0,5.0,4.0
Jehangir Chowk,j3,2023-01-15,09:40:00,UP,8.0,0.0,2.0,1.0
Jehangir Chowk,j3,2023-01-15,09:45:00,DOWN,1.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-15,09:45:00,LEFT,41.0,92.0,9.0,16.0
Jehangir Chowk,j3,2023-01-15,09:45:00,RIGHT,6.0,3.0,2.0,3.0
Jehangir Chowk,j3,2023-01-15,09:45:00,UP,12.0,0.0,2.0,0.0
Jehangir Chowk,j3,2023-01-15,09:50:00,DOWN,4.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,09:50:00,LEFT,41.0,62.0,7.0,10.0
Jehangir Chowk,j3,2023-01-15,09:50:00,RIGHT,8.0,12.0,3.0,2.0
Jehangir Chowk,j3,2023-01-15,09:50:00,UP,17.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-15,09:55:00,DOWN,5.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,09:55:00,LEFT,35.0,58.0,4.0,14.0
Jehangir Chowk,j3,2023-01-15,09:55:00,RIGHT,10.0,7.0,4.0,1.0
Jehangir Chowk,j3,2023-01-15,09:55:00,UP,15.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,10:00:00,DOWN,1.0,0.0,2.0,0.0
Jehangir Chowk,j3,2023-01-15,10:00:00,LEFT,43.0,59.0,3.0,14.0
Jehangir Chowk,j3,2023-01-15,10:00:00,RIGHT,4.0,4.0,8.0,2.0
Jehangir Chowk,j3,2023-01-15,10:00:00,UP,14.0,0.0,1.0,2.0
Jehangir Chowk,j3,2023-01-15,10:05:00,DOWN,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,10:05:00,LEFT,41.0,81.0,7.0,9.0
Jehangir Chowk,j3,2023-01-15,10:05:00,RIGHT,10.0,5.0,3.0,3.0
Jehangir Chowk,j3,2023-01-15,10:05:00,UP,7.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-15,10:10:00,DOWN,3.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-15,10:10:00,LEFT,42.0,60.0,6.0,13.0
Jehangir Chowk,j3,2023-01-15,10:10:00,RIGHT,10.0,2.0,6.0,0.0
Jehangir Chowk,j3,2023-01-15,10:10:00,UP,9.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-15,10:15:00,DOWN,7.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,10:15:00,LEFT,48.0,85.0,7.0,20.0
Jehangir Chowk,j3,2023-01-15,10:15:00,RIGHT,10.0,3.0,4.0,2.0
Jehangir Chowk,j3,2023-01-15,10:15:00,UP,16.0,0.0,3.0,0.0
Jehangir Chowk,j3,2023-01-15,10:20:00,DOWN,7.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,10:20:00,LEFT,45.0,65.0,6.0,10.0
Jehangir Chowk,j3,2023-01-15,10:20:00,RIGHT,8.0,8.0,7.0,3.0
Jehangir Chowk,j3,2023-01-15,10:20:00,UP,9.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-15,10:25:00,DOWN,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,10:25:00,LEFT,52.0,79.0,9.0,18.0
Jehangir Chowk,j3,2023-01-15,10:25:00,RIGHT,11.0,6.0,5.0,3.0
Jehangir Chowk,j3,2023-01-15,10:25:00,UP,14.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-15,10:30:00,DOWN,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,10:30:00,LEFT,40.0,64.0,9.0,16.0
Jehangir Chowk,j3,2023-01-15,10:30:00,RIGHT,10.0,8.0,3.0,2.0
Jehangir Chowk,j3,2023-01-15,10:30:00,UP,10.0,0.0,5.0,0.0
Jehangir Chowk,j3,2023-01-15,10:35:00,DOWN,5.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-15,10:35:00,LEFT,46.0,71.0,11.0,15.0
Jehangir Chowk,j3,2023-01-15,10:35:00,RIGHT,8.0,8.0,4.0,4.0
Jehangir Chowk,j3,2023-01-15,10:35:00,UP,16.0,0.0,6.0,0.0
Jehangir Chowk,j3,2023-01-15,10:40:00,DOWN,2.0,0.0,0.0,3.0
Jehangir Chowk,j3,2023-01-15,10:40:00,LEFT,52.0,61.0,9.0,14.0
Jehangir Chowk,j3,2023-01-15,10:40:00,RIGHT,5.0,6.0,4.0,1.0
Jehangir Chowk,j3,2023-01-15,10:40:00,UP,7.0,0.0,7.0,0.0
Jehangir Chowk,j3,2023-01-15,10:45:00,DOWN,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,10:45:00,LEFT,45.0,76.0,7.0,20.0
Jehangir Chowk,j3,2023-01-15,10:45:00,RIGHT,6.0,188.0,4.0,1.0
Jehangir Chowk,j3,2023-01-15,10:45:00,UP,6.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-15,10:50:00,DOWN,1.0,0.0,0.0,2.0
Jehangir Chowk,j3,2023-01-15,10:50:00,LEFT,43.0,55.0,4.0,17.0
Jehangir Chowk,j3,2023-01-15,10:50:00,RIGHT,8.0,15.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,10:50:00,UP,9.0,0.0,1.0,4.0
Jehangir Chowk,j3,2023-01-15,10:55:00,DOWN,5.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,10:55:00,LEFT,53.0,62.0,7.0,15.0
Jehangir Chowk,j3,2023-01-15,10:55:00,RIGHT,6.0,4.0,2.0,4.0
Jehangir Chowk,j3,2023-01-15,10:55:00,UP,13.0,0.0,0.0,2.0
Jehangir Chowk,j3,2023-01-15,11:00:00,DOWN,5.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,11:00:00,LEFT,45.0,64.0,10.0,11.0
Jehangir Chowk,j3,2023-01-15,11:00:00,RIGHT,8.0,6.0,5.0,5.0
Jehangir Chowk,j3,2023-01-15,11:00:00,UP,11.0,0.0,2.0,2.0
Jehangir Chowk,j3,2023-01-15,11:05:00,DOWN,11.0,2.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,11:05:00,LEFT,53.0,71.0,5.0,13.0
Jehangir Chowk,j3,2023-01-15,11:05:00,RIGHT,9.0,5.0,5.0,1.0
Jehangir Chowk,j3,2023-01-15,11:05:00,UP,40.0,1.0,1.0,2.0
Jehangir Chowk,j3,2023-01-15,11:10:00,DOWN,5.0,1.0,0.0,2.0
Jehangir Chowk,j3,2023-01-15,11:10:00,LEFT,47.0,58.0,6.0,16.0
Jehangir Chowk,j3,2023-01-15,11:10:00,RIGHT,13.0,7.0,4.0,1.0
Jehangir Chowk,j3,2023-01-15,11:10:00,UP,11.0,2.0,1.0,3.0
Jehangir Chowk,j3,2023-01-15,11:15:00,DOWN,4.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,11:15:00,LEFT,51.0,84.0,7.0,13.0
Jehangir Chowk,j3,2023-01-15,11:15:00,RIGHT,4.0,12.0,3.0,5.0
Jehangir Chowk,j3,2023-01-15,11:15:00,UP,10.0,2.0,0.0,1.0
Jehangir Chowk,j3,2023-01-15,11:20:00,DOWN,5.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-15,11:20:00,LEFT,42.0,82.0,8.0,17.0
Jehangir Chowk,j3,2023-01-15,11:20:00,RIGHT,10.0,6.0,4.0,3.0
Jehangir Chowk,j3,2023-01-15,11:20:00,UP,14.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,11:25:00,DOWN,5.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-15,11:25:00,LEFT,42.0,63.0,11.0,17.0
Jehangir Chowk,j3,2023-01-15,11:25:00,RIGHT,9.0,9.0,3.0,3.0
Jehangir Chowk,j3,2023-01-15,11:25:00,UP,10.0,5.0,3.0,1.0
Jehangir Chowk,j3,2023-01-15,11:30:00,DOWN,7.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-15,11:30:00,LEFT,40.0,83.0,6.0,18.0
Jehangir Chowk,j3,2023-01-15,11:30:00,RIGHT,9.0,15.0,3.0,6.0
Jehangir Chowk,j3,2023-01-15,11:30:00,UP,11.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-15,11:35:00,DOWN,6.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,11:35:00,LEFT,41.0,107.0,8.0,14.0
Jehangir Chowk,j3,2023-01-15,11:35:00,RIGHT,15.0,15.0,1.0,1.0
Jehangir Chowk,j3,2023-01-15,11:35:00,UP,6.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-15,11:40:00,DOWN,1.0,0.0,2.0,1.0
Jehangir Chowk,j3,2023-01-15,11:40:00,LEFT,41.0,66.0,7.0,13.0
Jehangir Chowk,j3,2023-01-15,11:40:00,RIGHT,3.0,5.0,5.0,6.0
Jehangir Chowk,j3,2023-01-15,11:40:00,UP,11.0,0.0,7.0,1.0
Jehangir Chowk,j3,2023-01-15,11:45:00,DOWN,2.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-15,11:45:00,LEFT,32.0,62.0,8.0,12.0
Jehangir Chowk,j3,2023-01-15,11:45:00,RIGHT,10.0,1.0,7.0,3.0
Jehangir Chowk,j3,2023-01-15,11:45:00,UP,9.0,0.0,2.0,3.0
Jehangir Chowk,j3,2023-01-15,11:50:00,DOWN,5.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-15,11:50:00,LEFT,47.0,78.0,9.0,9.0
Jehangir Chowk,j3,2023-01-15,11:50:00,RIGHT,13.0,7.0,1.0,4.0
Jehangir Chowk,j3,2023-01-15,11:50:00,UP,12.0,0.0,0.0,3.0
Jehangir Chowk,j3,2023-01-15,11:55:00,DOWN,3.0,0.0,0.0,2.0
Jehangir Chowk,j3,2023-01-15,11:55:00,LEFT,44.0,75.0,7.0,11.0
Jehangir Chowk,j3,2023-01-15,11:55:00,RIGHT,12.0,3.0,0.0,2.0
Jehangir Chowk,j3,2023-01-15,11:55:00,UP,7.0,0.0,1.0,2.0
Jehangir Chowk,j3,2023-01-16,08:55:00,DOWN,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-16,08:55:00,LEFT,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-16,08:55:00,RIGHT,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-16,08:55:00,UP,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-16,09:00:00,DOWN,2.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-16,09:00:00,LEFT,41.0,59.0,10.0,16.0
Jehangir Chowk,j3,2023-01-16,09:00:00,RIGHT,8.0,0.0,2.0,1.0
Jehangir Chowk,j3,2023-01-16,09:00:00,UP,12.0,0.0,2.0,0.0
Jehangir Chowk,j3,2023-01-16,09:05:00,DOWN,2.0,0.0,1.0,3.0
Jehangir Chowk,j3,2023-01-16,09:05:00,LEFT,48.0,80.0,5.0,9.0
Jehangir Chowk,j3,2023-01-16,09:05:00,RIGHT,6.0,6.0,8.0,3.0
Jehangir Chowk,j3,2023-01-16,09:05:00,UP,8.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-16,09:10:00,DOWN,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-16,09:10:00,LEFT,37.0,85.0,8.0,16.0
Jehangir Chowk,j3,2023-01-16,09:10:00,RIGHT,4.0,10.0,2.0,4.0
Jehangir Chowk,j3,2023-01-16,09:10:00,UP,9.0,0.0,5.0,2.0
Jehangir Chowk,j3,2023-01-16,09:15:00,DOWN,1.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-16,09:15:00,LEFT,39.0,111.0,8.0,12.0
Jehangir Chowk,j3,2023-01-16,09:15:00,RIGHT,5.0,4.0,9.0,5.0
Jehangir Chowk,j3,2023-01-16,09:15:00,UP,12.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-16,09:20:00,DOWN,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-16,09:20:00,LEFT,41.0,99.0,5.0,15.0
Jehangir Chowk,j3,2023-01-16,09:20:00,RIGHT,5.0,4.0,3.0,2.0
Jehangir Chowk,j3,2023-01-16,09:20:00,UP,9.0,0.0,2.0,0.0
Jehangir Chowk,j3,2023-01-16,09:25:00,DOWN,0.0,0.0,1.0,1.0
Jehangir Chowk,j3,2023-01-16,09:25:00,LEFT,37.0,88.0,10.0,15.0
Jehangir Chowk,j3,2023-01-16,09:25:00,RIGHT,7.0,18.0,4.0,4.0
Jehangir Chowk,j3,2023-01-16,09:25:00,UP,13.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-16,09:30:00,DOWN,0.0,0.0,1.0,1.0
Jehangir Chowk,j3,2023-01-16,09:30:00,LEFT,46.0,89.0,10.0,12.0
Jehangir Chowk,j3,2023-01-16,09:30:00,RIGHT,9.0,5.0,7.0,1.0
Jehangir Chowk,j3,2023-01-16,09:30:00,UP,11.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-16,09:35:00,DOWN,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-16,09:35:00,LEFT,46.0,105.0,5.0,12.0
Jehangir Chowk,j3,2023-01-16,09:35:00,RIGHT,5.0,6.0,8.0,4.0
Jehangir Chowk,j3,2023-01-16,09:35:00,UP,9.0,0.0,2.0,1.0
Jehangir Chowk,j3,2023-01-16,09:40:00,DOWN,1.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-16,09:40:00,LEFT,44.0,99.0,8.0,15.0
Jehangir Chowk,j3,2023-01-16,09:40:00,RIGHT,8.0,5.0,3.0,5.0
Jehangir Chowk,j3,2023-01-16,09:40:00,UP,8.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-16,09:45:00,DOWN,1.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-16,09:45:00,LEFT,44.0,76.0,6.0,19.0
Jehangir Chowk,j3,2023-01-16,09:45:00,RIGHT,12.0,1.0,5.0,3.0
Jehangir Chowk,j3,2023-01-16,09:45:00,UP,6.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-16,09:50:00,DOWN,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-16,09:50:00,LEFT,28.0,74.0,6.0,11.0
Jehangir Chowk,j3,2023-01-16,09:50:00,RIGHT,7.0,9.0,4.0,5.0
Jehangir Chowk,j3,2023-01-16,09:50:00,UP,1.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-16,09:55:00,DOWN,4.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-16,09:55:00,LEFT,52.0,63.0,8.0,10.0
Jehangir Chowk,j3,2023-01-16,09:55:00,RIGHT,10.0,2.0,3.0,1.0
Jehangir Chowk,j3,2023-01-16,09:55:00,UP,8.0,0.0,2.0,1.0
Jehangir Chowk,j3,2023-01-16,10:00:00,DOWN,5.0,0.0,2.0,0.0
Jehangir Chowk,j3,2023-01-16,10:00:00,LEFT,53.0,56.0,4.0,17.0
Jehangir Chowk,j3,2023-01-16,10:00:00,RIGHT,6.0,8.0,5.0,6.0
Jehangir Chowk,j3,2023-01-16,10:00:00,UP,12.0,0.0,2.0,0.0
Jehangir Chowk,j3,2023-01-16,10:05:00,DOWN,3.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-16,10:05:00,LEFT,40.0,92.0,9.0,14.0
Jehangir Chowk,j3,2023-01-16,10:05:00,RIGHT,7.0,5.0,2.0,5.0
Jehangir Chowk,j3,2023-01-16,10:05:00,UP,10.0,0.0,1.0,2.0
Jehangir Chowk,j3,2023-01-16,10:10:00,DOWN,7.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-16,10:10:00,LEFT,49.0,74.0,4.0,13.0
Jehangir Chowk,j3,2023-01-16,10:10:00,RIGHT,12.0,4.0,1.0,2.0
Jehangir Chowk,j3,2023-01-16,10:10:00,UP,10.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-16,10:15:00,DOWN,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-16,10:15:00,LEFT,34.0,67.0,9.0,18.0
Jehangir Chowk,j3,2023-01-16,10:15:00,RIGHT,8.0,5.0,4.0,3.0
Jehangir Chowk,j3,2023-01-16,10:15:00,UP,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-16,10:20:00,DOWN,2.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-16,10:20:00,LEFT,48.0,55.0,6.0,21.0
Jehangir Chowk,j3,2023-01-16,10:20:00,RIGHT,6.0,1.0,2.0,3.0
Jehangir Chowk,j3,2023-01-16,10:20:00,UP,4.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-16,10:25:00,DOWN,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-16,10:25:00,LEFT,50.0,85.0,8.0,13.0
Jehangir Chowk,j3,2023-01-16,10:25:00,RIGHT,3.0,7.0,4.0,3.0
Jehangir Chowk,j3,2023-01-16,10:25:00,UP,6.0,0.0,1.0,3.0
Jehangir Chowk,j3,2023-01-16,10:30:00,DOWN,2.0,0.0,0.0,2.0
Jehangir Chowk,j3,2023-01-16,10:30:00,LEFT,43.0,66.0,7.0,16.0
Jehangir Chowk,j3,2023-01-16,10:30:00,RIGHT,9.0,5.0,5.0,1.0
Jehangir Chowk,j3,2023-01-16,10:30:00,UP,7.0,0.0,1.0,1.0
Jehangir Chowk,j3,2023-01-16,10:35:00,DOWN,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-16,10:35:00,LEFT,46.0,76.0,11.0,13.0
Jehangir Chowk,j3,2023-01-16,10:35:00,RIGHT,4.0,3.0,0.0,1.0
Jehangir Chowk,j3,2023-01-16,10:35:00,UP,7.0,0.0,0.0,2.0
Jehangir Chowk,j3,2023-01-16,10:40:00,DOWN,4.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-16,10:40:00,LEFT,37.0,80.0,2.0,15.0
Jehangir Chowk,j3,2023-01-16,10:40:00,RIGHT,14.0,5.0,5.0,3.0
Jehangir Chowk,j3,2023-01-16,10:40:00,UP,3.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-16,10:45:00,DOWN,3.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-16,10:45:00,LEFT,51.0,53.0,4.0,18.0
Jehangir Chowk,j3,2023-01-16,10:45:00,RIGHT,7.0,9.0,6.0,5.0
Jehangir Chowk,j3,2023-01-16,10:45:00,UP,13.0,0.0,3.0,0.0
Jehangir Chowk,j3,2023-01-16,10:50:00,DOWN,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-16,10:50:00,LEFT,36.0,68.0,8.0,13.0
Jehangir Chowk,j3,2023-01-16,10:50:00,RIGHT,10.0,8.0,5.0,2.0
Jehangir Chowk,j3,2023-01-16,10:50:00,UP,9.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-16,10:55:00,DOWN,5.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-16,10:55:00,LEFT,45.0,73.0,12.0,10.0
Jehangir Chowk,j3,2023-01-16,10:55:00,RIGHT,15.0,3.0,1.0,4.0
Jehangir Chowk,j3,2023-01-16,10:55:00,UP,5.0,0.0,5.0,0.0
Jehangir Chowk,j3,2023-01-16,11:00:00,DOWN,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-16,11:00:00,LEFT,36.0,76.0,8.0,20.0
Jehangir Chowk,j3,2023-01-16,11:00:00,RIGHT,3.0,7.0,4.0,3.0
Jehangir Chowk,j3,2023-01-16,11:00:00,UP,3.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-16,11:05:00,DOWN,7.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-16,11:05:00,LEFT,37.0,52.0,5.0,12.0
Jehangir Chowk,j3,2023-01-16,11:05:00,RIGHT,7.0,4.0,3.0,1.0
Jehangir Chowk,j3,2023-01-16,11:05:00,UP,4.0,0.0,0.0,2.0
Jehangir Chowk,j3,2023-01-16,11:10:00,DOWN,5.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-16,11:10:00,LEFT,48.0,77.0,10.0,6.0
Jehangir Chowk,j3,2023-01-16,11:10:00,RIGHT,9.0,5.0,1.0,7.0
Jehangir Chowk,j3,2023-01-16,11:10:00,UP,9.0,0.0,1.0,1.0
Jehangir Chowk,j3,2023-01-16,11:15:00,DOWN,4.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-16,11:15:00,LEFT,44.0,68.0,6.0,11.0
Jehangir Chowk,j3,2023-01-16,11:15:00,RIGHT,12.0,8.0,1.0,5.0
Jehangir Chowk,j3,2023-01-16,11:15:00,UP,5.0,0.0,12.0,1.0
Jehangir Chowk,j3,2023-01-16,11:20:00,DOWN,2.0,0.0,0.0,2.0
Jehangir Chowk,j3,2023-01-16,11:20:00,LEFT,30.0,62.0,12.0,16.0
Jehangir Chowk,j3,2023-01-16,11:20:00,RIGHT,6.0,11.0,4.0,2.0
Jehangir Chowk,j3,2023-01-16,11:20:00,UP,7.0,0.0,4.0,0.0
Jehangir Chowk,j3,2023-01-16,11:25:00,DOWN,8.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-16,11:25:00,LEFT,43.0,76.0,5.0,15.0
Jehangir Chowk,j3,2023-01-16,11:25:00,RIGHT,12.0,5.0,8.0,2.0
Jehangir Chowk,j3,2023-01-16,11:25:00,UP,18.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-16,11:30:00,DOWN,4.0,0.0,0.0,3.0
Jehangir Chowk,j3,2023-01-16,11:30:00,LEFT,48.0,49.0,6.0,11.0
Jehangir Chowk,j3,2023-01-16,11:30:00,RIGHT,5.0,9.0,3.0,2.0
Jehangir Chowk,j3,2023-01-16,11:30:00,UP,7.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-16,11:35:00,DOWN,2.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-16,11:35:00,LEFT,56.0,66.0,6.0,16.0
Jehangir Chowk,j3,2023-01-16,11:35:00,RIGHT,6.0,1.0,5.0,4.0
Jehangir Chowk,j3,2023-01-16,11:35:00,UP,12.0,0.0,3.0,0.0
Jehangir Chowk,j3,2023-01-16,11:40:00,DOWN,5.0,1.0,0.0,2.0
Jehangir Chowk,j3,2023-01-16,11:40:00,LEFT,52.0,58.0,6.0,15.0
Jehangir Chowk,j3,2023-01-16,11:40:00,RIGHT,9.0,6.0,2.0,2.0
Jehangir Chowk,j3,2023-01-16,11:40:00,UP,11.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-16,11:45:00,DOWN,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-16,11:45:00,LEFT,54.0,61.0,5.0,17.0
Jehangir Chowk,j3,2023-01-16,11:45:00,RIGHT,13.0,8.0,5.0,2.0
Jehangir Chowk,j3,2023-01-16,11:45:00,UP,15.0,0.0,0.0,2.0
Jehangir Chowk,j3,2023-01-16,11:50:00,DOWN,5.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-16,11:50:00,LEFT,46.0,77.0,9.0,12.0
Jehangir Chowk,j3,2023-01-16,11:50:00,RIGHT,11.0,5.0,5.0,8.0
Jehangir Chowk,j3,2023-01-16,11:50:00,UP,9.0,0.0,3.0,1.0
Jehangir Chowk,j3,2023-01-16,11:55:00,DOWN,0.0,0.0,0.0,1.0
