intersection,camera,date,time,direction,car,motorbike,bus,truck
Jehangir Chowk,j3,2023-01-12,12:00:00,LEFT,23.0,21.0,1.0,6.0
Jehangir Chowk,j3,2023-01-12,12:00:00,RIGHT,2.0,1.0,1.0,1.0
Jehangir Chowk,j3,2023-01-12,12:00:00,UP,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,08:55:00,DOWN,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,08:55:00,LEFT,0.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-13,08:55:00,RIGHT,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,08:55:00,UP,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,09:00:00,DOWN,5.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-13,09:00:00,LEFT,47.0,75.0,3.0,6.0
Jehangir Chowk,j3,2023-01-13,09:00:00,RIGHT,7.0,5.0,4.0,1.0
Jehangir Chowk,j3,2023-01-13,09:00:00,UP,12.0,1.0,2.0,1.0
Jehangir Chowk,j3,2023-01-13,09:05:00,DOWN,4.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,09:05:00,LEFT,40.0,97.0,7.0,5.0
Jehangir Chowk,j3,2023-01-13,09:05:00,RIGHT,8.0,3.0,3.0,1.0
Jehangir Chowk,j3,2023-01-13,09:05:00,UP,7.0,1.0,3.0,3.0
Jehangir Chowk,j3,2023-01-13,09:10:00,DOWN,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,09:10:00,LEFT,36.0,58.0,5.0,3.0
Jehangir Chowk,j3,2023-01-13,09:10:00,RIGHT,2.0,9.0,1.0,4.0
Jehangir Chowk,j3,2023-01-13,09:10:00,UP,8.0,3.0,0.0,2.0
Jehangir Chowk,j3,2023-01-13,09:15:00,DOWN,1.0,2.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,09:15:00,LEFT,44.0,85.0,8.0,8.0
Jehangir Chowk,j3,2023-01-13,09:15:00,RIGHT,8.0,5.0,3.0,3.0
Jehangir Chowk,j3,2023-01-13,09:15:00,UP,7.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-13,09:20:00,DOWN,2.0,1.0,0.0,1.0
Jehangir Chowk,j3,2023-01-13,09:20:00,LEFT,40.0,88.0,3.0,8.0
Jehangir Chowk,j3,2023-01-13,09:20:00,RIGHT,6.0,6.0,3.0,2.0
Jehangir Chowk,j3,2023-01-13,09:20:00,UP,8.0,2.0,0.0,1.0
Jehangir Chowk,j3,2023-01-13,09:25:00,DOWN,2.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-13,09:25:00,LEFT,49.0,67.0,7.0,10.0
Jehangir Chowk,j3,2023-01-13,09:25:00,RIGHT,7.0,9.0,1.0,3.0
Jehangir Chowk,j3,2023-01-13,09:25:00,UP,18.0,2.0,1.0,1.0
Jehangir Chowk,j3,2023-01-13,09:30:00,DOWN,1.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-13,09:30:00,LEFT,37.0,105.0,4.0,3.0
Jehangir Chowk,j3,2023-01-13,09:30:00,RIGHT,4.0,8.0,6.0,4.0
Jehangir Chowk,j3,2023-01-13,09:30:00,UP,7.0,1.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,09:35:00,DOWN,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,09:35:00,LEFT,39.0,93.0,9.0,6.0
Jehangir Chowk,j3,2023-01-13,09:35:00,RIGHT,4.0,11.0,1.0,3.0
Jehangir Chowk,j3,2023-01-13,09:35:00,UP,7.0,3.0,0.0,1.0
Jehangir Chowk,j3,2023-01-13,09:40:00,DOWN,4.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,09:40:00,LEFT,35.0,102.0,9.0,3.0
Jehangir Chowk,j3,2023-01-13,09:40:00,RIGHT,12.0,3.0,3.0,1.0
Jehangir Chowk,j3,2023-01-13,09:40:00,UP,5.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,09:45:00,DOWN,2.0,1.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,09:45:00,LEFT,27.0,65.0,5.0,2.0
Jehangir Chowk,j3,2023-01-13,09:45:00,RIGHT,3.0,5.0,2.0,0.0
Jehangir Chowk,j3,2023-01-13,09:45:00,UP,4.0,1.0,0.0,1.0
Jehangir Chowk,j3,2023-01-13,09:50:00,DOWN,4.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,09:50:00,LEFT,46.0,90.0,4.0,2.0
Jehangir Chowk,j3,2023-01-13,09:50:00,RIGHT,8.0,3.0,4.0,3.0
Jehangir Chowk,j3,2023-01-13,09:50:00,UP,11.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-13,09:55:00,DOWN,4.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,09:55:00,LEFT,34.0,86.0,6.0,5.0
Jehangir Chowk,j3,2023-01-13,09:55:00,RIGHT,6.0,7.0,2.0,2.0
Jehangir Chowk,j3,2023-01-13,09:55:00,UP,4.0,0.0,2.0,1.0
Jehangir Chowk,j3,2023-01-13,10:00:00,DOWN,5.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,10:00:00,LEFT,53.0,116.0,6.0,9.0
Jehangir Chowk,j3,2023-01-13,10:00:00,RIGHT,13.0,6.0,1.0,2.0
Jehangir Chowk,j3,2023-01-13,10:00:00,UP,17.0,1.0,2.0,1.0
Jehangir Chowk,j3,2023-01-13,10:05:00,DOWN,4.0,1.0,0.0,1.0
Jehangir Chowk,j3,2023-01-13,10:05:00,LEFT,36.0,79.0,9.0,8.0
Jehangir Chowk,j3,2023-01-13,10:05:00,RIGHT,2.0,7.0,1.0,1.0
Jehangir Chowk,j3,2023-01-13,10:05:00,UP,9.0,1.0,1.0,0.0
Jehangir Chowk,j3,2023-01-13,10:10:00,DOWN,4.0,1.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,10:10:00,LEFT,31.0,91.0,4.0,3.0
Jehangir Chowk,j3,2023-01-13,10:10:00,RIGHT,1.0,48.0,4.0,0.0
Jehangir Chowk,j3,2023-01-13,10:10:00,UP,5.0,0.0,2.0,1.0
Jehangir Chowk,j3,2023-01-13,10:15:00,DOWN,1.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-13,10:15:00,LEFT,38.0,78.0,7.0,7.0
Jehangir Chowk,j3,2023-01-13,10:15:00,RIGHT,7.0,8.0,2.0,2.0
Jehangir Chowk,j3,2023-01-13,10:15:00,UP,6.0,1.0,0.0,1.0
Jehangir Chowk,j3,2023-01-13,10:20:00,DOWN,2.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-13,10:20:00,LEFT,33.0,58.0,6.0,5.0
Jehangir Chowk,j3,2023-01-13,10:20:00,RIGHT,6.0,11.0,0.0,2.0
Jehangir Chowk,j3,2023-01-13,10:20:00,UP,6.0,0.0,1.0,1.0
Jehangir Chowk,j3,2023-01-13,10:25:00,DOWN,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,10:25:00,LEFT,36.0,47.0,5.0,7.0
Jehangir Chowk,j3,2023-01-13,10:25:00,RIGHT,4.0,5.0,4.0,2.0
Jehangir Chowk,j3,2023-01-13,10:25:00,UP,6.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-13,10:30:00,DOWN,2.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-13,10:30:00,LEFT,50.0,71.0,3.0,10.0
Jehangir Chowk,j3,2023-01-13,10:30:00,RIGHT,4.0,34.0,3.0,2.0
Jehangir Chowk,j3,2023-01-13,10:30:00,UP,8.0,1.0,0.0,1.0
Jehangir Chowk,j3,2023-01-13,10:35:00,DOWN,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,10:35:00,LEFT,28.0,52.0,3.0,8.0
Jehangir Chowk,j3,2023-01-13,10:35:00,RIGHT,4.0,12.0,3.0,5.0
Jehangir Chowk,j3,2023-01-13,10:35:00,UP,6.0,0.0,4.0,1.0
Jehangir Chowk,j3,2023-01-13,10:40:00,DOWN,4.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,10:40:00,LEFT,45.0,66.0,1.0,2.0
Jehangir Chowk,j3,2023-01-13,10:40:00,RIGHT,6.0,4.0,2.0,0.0
Jehangir Chowk,j3,2023-01-13,10:40:00,UP,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,10:45:00,DOWN,5.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,10:45:00,LEFT,41.0,95.0,3.0,6.0
Jehangir Chowk,j3,2023-01-13,10:45:00,RIGHT,4.0,9.0,3.0,4.0
Jehangir Chowk,j3,2023-01-13,10:45:00,UP,11.0,3.0,0.0,2.0
Jehangir Chowk,j3,2023-01-13,10:50:00,DOWN,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,10:50:00,LEFT,34.0,73.0,9.0,6.0
Jehangir Chowk,j3,2023-01-13,10:50:00,RIGHT,4.0,10.0,0.0,2.0
Jehangir Chowk,j3,2023-01-13,10:50:00,UP,5.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-13,10:55:00,DOWN,2.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-13,10:55:00,LEFT,52.0,57.0,9.0,4.0
Jehangir Chowk,j3,2023-01-13,10:55:00,RIGHT,3.0,15.0,4.0,0.0
Jehangir Chowk,j3,2023-01-13,10:55:00,UP,7.0,0.0,1.0,1.0
Jehangir Chowk,j3,2023-01-13,11:00:00,DOWN,4.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,11:00:00,LEFT,45.0,70.0,7.0,11.0
Jehangir Chowk,j3,2023-01-13,11:00:00,RIGHT,8.0,7.0,1.0,3.0
Jehangir Chowk,j3,2023-01-13,11:00:00,UP,11.0,0.0,2.0,3.0
Jehangir Chowk,j3,2023-01-13,11:05:00,DOWN,4.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,11:05:00,LEFT,42.0,73.0,4.0,5.0
Jehangir Chowk,j3,2023-01-13,11:05:00,RIGHT,9.0,9.0,2.0,1.0
Jehangir Chowk,j3,2023-01-13,11:05:00,UP,35.0,1.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,11:10:00,DOWN,6.0,0.0,0.0,3.0
Jehangir Chowk,j3,2023-01-13,11:10:00,LEFT,45.0,71.0,6.0,0.0
Jehangir Chowk,j3,2023-01-13,11:10:00,RIGHT,10.0,3.0,1.0,2.0
Jehangir Chowk,j3,2023-01-13,11:10:00,UP,12.0,1.0,0.0,1.0
Jehangir Chowk,j3,2023-01-13,11:15:00,DOWN,7.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-13,11:15:00,LEFT,36.0,68.0,6.0,4.0
Jehangir Chowk,j3,2023-01-13,11:15:00,RIGHT,7.0,6.0,1.0,5.0
Jehangir Chowk,j3,2023-01-13,11:15:00,UP,20.0,0.0,1.0,2.0
Jehangir Chowk,j3,2023-01-13,11:20:00,DOWN,6.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,11:20:00,LEFT,46.0,66.0,4.0,4.0
Jehangir Chowk,j3,2023-01-13,11:20:00,RIGHT,7.0,9.0,2.0,1.0
Jehangir Chowk,j3,2023-01-13,11:20:00,UP,8.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,11:25:00,DOWN,7.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,11:25:00,LEFT,42.0,62.0,10.0,5.0
Jehangir Chowk,j3,2023-01-13,11:25:00,RIGHT,7.0,5.0,3.0,2.0
Jehangir Chowk,j3,2023-01-13,11:25:00,UP,7.0,2.0,0.0,2.0
Jehangir Chowk,j3,2023-01-13,11:30:00,DOWN,8.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-13,11:30:00,LEFT,44.0,70.0,3.0,7.0
Jehangir Chowk,j3,2023-01-13,11:30:00,RIGHT,6.0,6.0,0.0,2.0
Jehangir Chowk,j3,2023-01-13,11:30:00,UP,14.0,2.0,1.0,1.0
Jehangir Chowk,j3,2023-01-13,11:35:00,DOWN,8.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,11:35:00,LEFT,30.0,66.0,4.0,4.0
Jehangir Chowk,j3,2023-01-13,11:35:00,RIGHT,6.0,4.0,2.0,2.0
Jehangir Chowk,j3,2023-01-13,11:35:00,UP,11.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-13,11:40:00,DOWN,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,11:40:00,LEFT,28.0,75.0,6.0,7.0
Jehangir Chowk,j3,2023-01-13,11:40:00,RIGHT,4.0,7.0,1.0,3.0
Jehangir Chowk,j3,2023-01-13,11:40:00,UP,11.0,1.0,0.0,1.0
Jehangir Chowk,j3,2023-01-13,11:45:00,DOWN,7.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,11:45:00,LEFT,28.0,70.0,0.0,11.0
Jehangir Chowk,j3,2023-01-13,11:45:00,RIGHT,4.0,7.0,5.0,4.0
Jehangir Chowk,j3,2023-01-13,11:45:00,UP,8.0,2.0,2.0,1.0
Jehangir Chowk,j3,2023-01-13,11:50:00,DOWN,3.0,0.0,0.0,2.0
Jehangir Chowk,j3,2023-01-13,11:50:00,LEFT,39.0,69.0,4.0,2.0
Jehangir Chowk,j3,2023-01-13,11:50:00,RIGHT,4.0,67.0,2.0,1.0
Jehangir Chowk,j3,2023-01-13,11:50:00,UP,8.0,0.0,1.0,1.0
Jehangir Chowk,j3,2023-01-13,11:55:00,DOWN,6.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-13,11:55:00,LEFT,29.0,93.0,2.0,4.0
Jehangir Chowk,j3,2023-01-13,11:55:00,RIGHT,4.0,6.0,3.0,0.0
Jehangir Chowk,j3,2023-01-13,11:55:00,UP,1.0,0.0,1.0,1.0
Jehangir Chowk,j3,2023-01-13,12:00:00,DOWN,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-13,12:00:00,LEFT,11.0,19.0,1.0,1.0
Jehangir Chowk,j3,2023-01-13,12:00:00,RIGHT,1.0,0.0,2.0,2.0
Jehangir Chowk,j3,2023-01-13,12:00:00,UP,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,08:55:00,DOWN,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,08:55:00,LEFT,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,08:55:00,RIGHT,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,08:55:00,UP,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,09:00:00,DOWN,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,09:00:00,LEFT,43.0,87.0,11.0,8.0
Jehangir Chowk,j3,2023-01-14,09:00:00,RIGHT,2.0,6.0,5.0,1.0
Jehangir Chowk,j3,2023-01-14,09:00:00,UP,15.0,0.0,2.0,1.0
Jehangir Chowk,j3,2023-01-14,09:05:00,DOWN,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,09:05:00,LEFT,45.0,70.0,5.0,11.0
Jehangir Chowk,j3,2023-01-14,09:05:00,RIGHT,2.0,16.0,3.0,3.0
Jehangir Chowk,j3,2023-01-14,09:05:00,UP,6.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-14,09:10:00,DOWN,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,09:10:00,LEFT,40.0,87.0,10.0,7.0
Jehangir Chowk,j3,2023-01-14,09:10:00,RIGHT,7.0,2.0,2.0,3.0
Jehangir Chowk,j3,2023-01-14,09:10:00,UP,10.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,09:15:00,DOWN,1.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-14,09:15:00,LEFT,48.0,79.0,6.0,13.0
Jehangir Chowk,j3,2023-01-14,09:15:00,RIGHT,1.0,5.0,3.0,3.0
Jehangir Chowk,j3,2023-01-14,09:15:00,UP,8.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,09:20:00,DOWN,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,09:20:00,LEFT,48.0,76.0,3.0,10.0
Jehangir Chowk,j3,2023-01-14,09:20:00,RIGHT,5.0,12.0,0.0,5.0
Jehangir Chowk,j3,2023-01-14,09:20:00,UP,13.0,0.0,2.0,0.0
Jehangir Chowk,j3,2023-01-14,09:25:00,DOWN,1.0,0.0,0.0,2.0
Jehangir Chowk,j3,2023-01-14,09:25:00,LEFT,45.0,77.0,6.0,14.0
Jehangir Chowk,j3,2023-01-14,09:25:00,RIGHT,5.0,3.0,4.0,6.0
Jehangir Chowk,j3,2023-01-14,09:25:00,UP,7.0,0.0,3.0,0.0
Jehangir Chowk,j3,2023-01-14,09:30:00,DOWN,2.0,0.0,1.0,1.0
Jehangir Chowk,j3,2023-01-14,09:30:00,LEFT,42.0,80.0,8.0,9.0
Jehangir Chowk,j3,2023-01-14,09:30:00,RIGHT,8.0,8.0,6.0,2.0
Jehangir Chowk,j3,2023-01-14,09:30:00,UP,2.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-14,09:35:00,DOWN,5.0,0.0,1.0,1.0
Jehangir Chowk,j3,2023-01-14,09:35:00,LEFT,50.0,100.0,3.0,14.0
Jehangir Chowk,j3,2023-01-14,09:35:00,RIGHT,15.0,5.0,0.0,6.0
Jehangir Chowk,j3,2023-01-14,09:35:00,UP,13.0,0.0,3.0,1.0
Jehangir Chowk,j3,2023-01-14,09:40:00,DOWN,4.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,09:40:00,LEFT,51.0,70.0,5.0,9.0
Jehangir Chowk,j3,2023-01-14,09:40:00,RIGHT,7.0,15.0,9.0,2.0
Jehangir Chowk,j3,2023-01-14,09:40:00,UP,10.0,0.0,0.0,2.0
Jehangir Chowk,j3,2023-01-14,09:45:00,DOWN,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,09:45:00,LEFT,36.0,92.0,6.0,8.0
Jehangir Chowk,j3,2023-01-14,09:45:00,RIGHT,6.0,2.0,2.0,3.0
Jehangir Chowk,j3,2023-01-14,09:45:00,UP,5.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-14,09:50:00,DOWN,1.0,0.0,1.0,1.0
Jehangir Chowk,j3,2023-01-14,09:50:00,LEFT,33.0,68.0,6.0,9.0
Jehangir Chowk,j3,2023-01-14,09:50:00,RIGHT,9.0,24.0,5.0,1.0
Jehangir Chowk,j3,2023-01-14,09:50:00,UP,6.0,1.0,1.0,3.0
Jehangir Chowk,j3,2023-01-14,09:55:00,DOWN,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,09:55:00,LEFT,51.0,82.0,7.0,11.0
Jehangir Chowk,j3,2023-01-14,09:55:00,RIGHT,6.0,2.0,5.0,2.0
Jehangir Chowk,j3,2023-01-14,09:55:00,UP,7.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,10:00:00,DOWN,2.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-14,10:00:00,LEFT,53.0,92.0,8.0,14.0
Jehangir Chowk,j3,2023-01-14,10:00:00,RIGHT,5.0,2.0,3.0,3.0
Jehangir Chowk,j3,2023-01-14,10:00:00,UP,9.0,1.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,10:05:00,DOWN,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,10:05:00,LEFT,50.0,95.0,9.0,11.0
Jehangir Chowk,j3,2023-01-14,10:05:00,RIGHT,8.0,4.0,4.0,2.0
Jehangir Chowk,j3,2023-01-14,10:05:00,UP,9.0,0.0,1.0,2.0
Jehangir Chowk,j3,2023-01-14,10:10:00,DOWN,2.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-14,10:10:00,LEFT,41.0,72.0,12.0,17.0
Jehangir Chowk,j3,2023-01-14,10:10:00,RIGHT,6.0,3.0,2.0,2.0
Jehangir Chowk,j3,2023-01-14,10:10:00,UP,7.0,0.0,4.0,2.0
Jehangir Chowk,j3,2023-01-14,10:15:00,DOWN,2.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-14,10:15:00,LEFT,50.0,68.0,4.0,13.0
Jehangir Chowk,j3,2023-01-14,10:15:00,RIGHT,2.0,5.0,2.0,6.0
Jehangir Chowk,j3,2023-01-14,10:15:00,UP,6.0,0.0,1.0,1.0
Jehangir Chowk,j3,2023-01-14,10:20:00,DOWN,5.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-14,10:20:00,LEFT,39.0,88.0,4.0,13.0
Jehangir Chowk,j3,2023-01-14,10:20:00,RIGHT,5.0,4.0,3.0,5.0
Jehangir Chowk,j3,2023-01-14,10:20:00,UP,7.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-14,10:25:00,DOWN,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,10:25:00,LEFT,42.0,160.0,10.0,13.0
Jehangir Chowk,j3,2023-01-14,10:25:00,RIGHT,9.0,8.0,2.0,5.0
Jehangir Chowk,j3,2023-01-14,10:25:00,UP,10.0,0.0,3.0,1.0
Jehangir Chowk,j3,2023-01-14,10:30:00,DOWN,3.0,1.0,0.0,1.0
Jehangir Chowk,j3,2023-01-14,10:30:00,LEFT,49.0,71.0,10.0,9.0
Jehangir Chowk,j3,2023-01-14,10:30:00,RIGHT,7.0,3.0,4.0,3.0
Jehangir Chowk,j3,2023-01-14,10:30:00,UP,10.0,0.0,0.0,2.0
Jehangir Chowk,j3,2023-01-14,10:35:00,DOWN,5.0,1.0,0.0,1.0
Jehangir Chowk,j3,2023-01-14,10:35:00,LEFT,48.0,67.0,6.0,18.0
Jehangir Chowk,j3,2023-01-14,10:35:00,RIGHT,7.0,5.0,2.0,3.0
Jehangir Chowk,j3,2023-01-14,10:35:00,UP,6.0,1.0,2.0,1.0
Jehangir Chowk,j3,2023-01-14,10:40:00,DOWN,0.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,10:40:00,LEFT,53.0,69.0,9.0,14.0
Jehangir Chowk,j3,2023-01-14,10:40:00,RIGHT,11.0,3.0,4.0,2.0
Jehangir Chowk,j3,2023-01-14,10:40:00,UP,6.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,10:45:00,DOWN,1.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,10:45:00,LEFT,43.0,76.0,13.0,12.0
Jehangir Chowk,j3,2023-01-14,10:45:00,RIGHT,5.0,3.0,4.0,4.0
Jehangir Chowk,j3,2023-01-14,10:45:00,UP,6.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-14,10:50:00,DOWN,2.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-14,10:50:00,LEFT,50.0,52.0,4.0,11.0
Jehangir Chowk,j3,2023-01-14,10:50:00,RIGHT,5.0,7.0,4.0,3.0
Jehangir Chowk,j3,2023-01-14,10:50:00,UP,3.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-14,10:55:00,DOWN,3.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-14,10:55:00,LEFT,47.0,86.0,6.0,17.0
Jehangir Chowk,j3,2023-01-14,10:55:00,RIGHT,6.0,3.0,2.0,3.0
Jehangir Chowk,j3,2023-01-14,10:55:00,UP,12.0,0.0,3.0,1.0
Jehangir Chowk,j3,2023-01-14,11:00:00,DOWN,5.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,11:00:00,LEFT,45.0,65.0,5.0,13.0
Jehangir Chowk,j3,2023-01-14,11:00:00,RIGHT,13.0,4.0,2.0,5.0
Jehangir Chowk,j3,2023-01-14,11:00:00,UP,10.0,0.0,2.0,0.0
Jehangir Chowk,j3,2023-01-14,11:05:00,DOWN,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,11:05:00,LEFT,47.0,51.0,7.0,12.0
Jehangir Chowk,j3,2023-01-14,11:05:00,RIGHT,4.0,5.0,8.0,1.0
Jehangir Chowk,j3,2023-01-14,11:05:00,UP,9.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,11:10:00,DOWN,8.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-14,11:10:00,LEFT,44.0,60.0,3.0,7.0
Jehangir Chowk,j3,2023-01-14,11:10:00,RIGHT,8.0,2.0,1.0,4.0
Jehangir Chowk,j3,2023-01-14,11:10:00,UP,7.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,11:15:00,DOWN,3.0,0.0,0.0,2.0
Jehangir Chowk,j3,2023-01-14,11:15:00,LEFT,47.0,66.0,7.0,5.0
Jehangir Chowk,j3,2023-01-14,11:15:00,RIGHT,4.0,3.0,2.0,2.0
Jehangir Chowk,j3,2023-01-14,11:15:00,UP,5.0,0.0,2.0,2.0
Jehangir Chowk,j3,2023-01-14,11:20:00,DOWN,8.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-14,11:20:00,LEFT,46.0,90.0,5.0,7.0
Jehangir Chowk,j3,2023-01-14,11:20:00,RIGHT,7.0,4.0,4.0,2.0
Jehangir Chowk,j3,2023-01-14,11:20:00,UP,11.0,0.0,1.0,1.0
Jehangir Chowk,j3,2023-01-14,11:25:00,DOWN,1.0,0.0,0.0,1.0
Jehangir Chowk,j3,2023-01-14,11:25:00,LEFT,40.0,58.0,11.0,11.0
Jehangir Chowk,j3,2023-01-14,11:25:00,RIGHT,8.0,2.0,3.0,5.0
Jehangir Chowk,j3,2023-01-14,11:25:00,UP,15.0,0.0,1.0,2.0
Jehangir Chowk,j3,2023-01-14,11:30:00,DOWN,5.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,11:30:00,LEFT,43.0,67.0,5.0,8.0
Jehangir Chowk,j3,2023-01-14,11:30:00,RIGHT,16.0,8.0,3.0,1.0
Jehangir Chowk,j3,2023-01-14,11:30:00,UP,8.0,0.0,4.0,1.0
Jehangir Chowk,j3,2023-01-14,11:35:00,DOWN,4.0,0.0,0.0,2.0
Jehangir Chowk,j3,2023-01-14,11:35:00,LEFT,45.0,65.0,6.0,19.0
Jehangir Chowk,j3,2023-01-14,11:35:00,RIGHT,6.0,3.0,0.0,2.0
Jehangir Chowk,j3,2023-01-14,11:35:00,UP,8.0,0.0,1.0,0.0
Jehangir Chowk,j3,2023-01-14,11:40:00,DOWN,4.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,11:40:00,LEFT,45.0,62.0,3.0,10.0
Jehangir Chowk,j3,2023-01-14,11:40:00,RIGHT,8.0,3.0,3.0,2.0
Jehangir Chowk,j3,2023-01-14,11:40:00,UP,7.0,0.0,0.0,5.0
Jehangir Chowk,j3,2023-01-14,11:45:00,DOWN,3.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,11:45:00,LEFT,53.0,58.0,7.0,16.0
Jehangir Chowk,j3,2023-01-14,11:45:00,RIGHT,13.0,5.0,5.0,4.0
Jehangir Chowk,j3,2023-01-14,11:45:00,UP,1.0,0.0,3.0,0.0
Jehangir Chowk,j3,2023-01-14,11:50:00,DOWN,2.0,0.0,0.0,0.0
Jehangir Chowk,j3,2023-01-14,11:50:00,LEFT,37.0,78.0,5.0,10.0
Jehangir Chowk,j3,2023-01-14,11:50:00,RIGHT,8.0,5.0,2.0,5.0
